age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,location,offspring,pets,smokes,speaks
20,single,m,straight,athletic,mostly other,rarely,never,graduated from high school,black,61,20000,computer / hardware / software,"san pablo, california","doesn't have kids, but wants them",has dogs and likes cats,no,english
37,married,m,gay,average,anything,socially,sometimes,graduated from masters program,white,72,100000,computer / hardware / software,"san francisco, california",doesn't want kids,likes dogs and dislikes cats,when drinking,english
29,single,m,straight,fit,mostly anything,socially,never,dropped out of college/university,"pacific islander, hispanic / latin, white, other",67,150000,transportation,"san leandro, california","doesn't have kids, but wants them",likes dogs and dislikes cats,no,"english (fluently), tagalog (fluently)"
28,single,f,straight,thin,strictly other,socially,never,graduated from law school,white,63,20000,unemployed,"menlo park, california",doesn't have kids,likes dogs and likes cats,no,"english (fluently), italian (fluently), spanish (poorly)"
28,single,m,straight,a little extra,mostly anything,socially,sometimes,college/university,white,72,100000,computer / hardware / software,"san francisco, california",doesn't have kids,likes dogs and has cats,when drinking,english
26,single,m,straight,fit,mostly other,often,sometimes,graduated from masters program,white,75,60000,artistic / musical / writer,"san francisco, california",doesn't have kids,likes dogs and likes cats,sometimes,english
33,single,f,straight,fit,mostly other,socially,never,working on space camp,other,70,50000,artistic / musical / writer,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), spanish (okay)"
23,single,m,straight,fit,mostly anything,socially,sometimes,working on two-year college,"pacific islander, white",73,20000,other,"san mateo, california",doesn't have kids,likes dogs and likes cats,when drinking,english
35,single,m,bisexual,average,anything,often,sometimes,graduated from high school,white,69,20000,other,"san francisco, california",doesn't want kids,likes dogs and likes cats,when drinking,english (fluently)
35,single,m,straight,average,mostly anything,socially,never,graduated from college/university,white,79,50000,science / tech / engineering,"south san francisco, california","doesn't have kids, but might want them",has dogs and has cats,no,english (fluently)
20,single,f,straight,athletic,mostly anything,socially,never,working on college/university,"asian, hispanic / latin, white",67,20000,student,"san francisco, california",doesn't want kids,has dogs and dislikes cats,sometimes,"english (fluently), spanish (okay)"
29,seeing someone,m,straight,skinny,mostly vegetarian,rarely,never,working on college/university,white,66,40000,artistic / musical / writer,"san francisco, california",doesn't have kids,likes dogs and likes cats,sometimes,english
25,single,m,straight,average,mostly anything,not at all,never,working on college/university,other,69,20000,other,"pleasant hill, california","doesn't have kids, but might want them",likes dogs and dislikes cats,no,"english (fluently), german (okay), hawaiian (okay), italian (okay), sign language (okay)"
29,available,f,gay,curvy,mostly anything,rarely,never,graduated from college/university,"black, hispanic / latin",71,30000,student,"oakland, california","doesn't have kids, but wants them",has dogs and likes cats,no,english
26,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,white,76,100000,computer / hardware / software,"san francisco, california","doesn't have kids, but might want them",likes dogs and dislikes cats,no,"english (fluently), spanish (okay), italian (poorly), french (poorly)"
39,single,f,straight,curvy,anything,socially,never,graduated from masters program,white,67,50000,education / academia,"oakland, california","doesn't have kids, but wants them",has dogs,no,"english, spanish (okay)"
36,single,f,straight,thin,strictly other,not at all,never,graduated from college/university,white,61,80000,executive / management,"san rafael, california","doesn't have kids, but wants them",has cats,no,"english (fluently), spanish (poorly)"
32,single,m,straight,average,mostly anything,socially,never,working on two-year college,hispanic / latin,66,30000,sales / marketing / biz dev,"emeryville, california","doesn't have kids, but might want them",has dogs,no,"english (fluently), spanish (fluently), french (poorly)"
33,single,f,straight,full figured,mostly anything,socially,never,graduated from high school,white,61,20000,medicine / health,"san leandro, california","doesn't have kids, but wants them",has dogs and has cats,no,english (fluently)
37,single,f,straight,average,strictly anything,rarely,never,working on two-year college,white,70,20000,unemployed,"san francisco, california",doesn't have kids,likes dogs and likes cats,no,english
32,single,f,straight,curvy,mostly anything,often,never,graduated from college/university,white,65,100000,sales / marketing / biz dev,"san francisco, california",doesn't have kids,has dogs,no,english
22,single,m,straight,average,strictly anything,often,sometimes,graduated from space camp,"middle eastern, white, other",71,1000000,artistic / musical / writer,"redwood city, california","has kids, and wants more",has dogs,trying to quit,"english (poorly), afrikaans (fluently), sign language, german (fluently), farsi (poorly)"
39,single,m,straight,average,mostly vegetarian,socially,sometimes,graduated from college/university,white,68,40000,hospitality / travel,"san francisco, california",might want kids,likes cats,no,english
26,single,m,straight,overweight,mostly anything,socially,never,dropped out of college/university,asian,65,80000,science / tech / engineering,"san mateo, california","doesn't have kids, but wants them",likes dogs,no,"english (fluently), japanese (poorly), tagalog (poorly)"
49,single,m,straight,average,mostly anything,socially,never,graduated from two-year college,hispanic / latin,74,40000,science / tech / engineering,"belmont, california",doesn't have kids,likes dogs and likes cats,no,"english, spanish"
43,single,f,straight,athletic,mostly anything,socially,sometimes,graduated from law school,"native american, white",65,40000,law / legal services,"san francisco, california","doesn't have kids, and doesn't want any",dislikes dogs and likes cats,when drinking,english (fluently)
26,single,m,straight,athletic,strictly anything,socially,never,graduated from college/university,"asian, middle eastern, indian, hispanic / latin, white, other",70,100000,science / tech / engineering,"oakland, california",doesn't want kids,dislikes dogs and likes cats,no,"english (fluently), french (okay), lisp (okay), other (fluently)"
47,single,m,straight,athletic,anything,socially,never,graduated from college/university,indian,67,80000,science / tech / engineering,"menlo park, california",has kids,likes dogs and has cats,no,"english (fluently), hindi (fluently)"
40,single,f,straight,curvy,mostly anything,socially,never,college/university,black,67,40000,transportation,"menlo park, california",has kids,likes dogs and likes cats,yes,english (fluently)
27,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,white,72,50000,artistic / musical / writer,"walnut creek, california",doesn't have kids,likes dogs and has cats,no,english (fluently)
20,single,f,straight,curvy,mostly anything,socially,never,working on college/university,hispanic / latin,68,20000,hospitality / travel,"richmond, california",doesn't want kids,has dogs and dislikes cats,no,"english (fluently), spanish (fluently), french (poorly)"
27,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,white,67,70000,education / academia,"san mateo, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), french (okay), hindi (poorly)"
24,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,white,69,60000,artistic / musical / writer,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,when drinking,"english (fluently), german (okay), spanish (okay)"
24,single,f,straight,curvy,vegetarian,often,sometimes,graduated from college/university,white,65,20000,political / government,"san francisco, california","doesn't have kids, but might want them",likes dogs,sometimes,"english, spanish (okay)"
25,single,m,gay,thin,strictly vegetarian,rarely,never,working on college/university,white,71,20000,unemployed,"berkeley, california",might want kids,likes dogs and likes cats,no,english (fluently)
24,single,m,straight,average,mostly anything,socially,never,graduated from college/university,white,72,60000,artistic / musical / writer,"san francisco, california",doesn't have kids,likes dogs and likes cats,no,"english (fluently), czech (poorly)"
42,available,m,straight,overweight,strictly anything,often,sometimes,working on space camp,white,68,150000,executive / management,"san carlos, california",has kids,likes dogs and likes cats,no,"english, c++ (fluently), lisp (poorly)"
31,single,m,straight,average,mostly anything,socially,often,graduated from high school,white,73,20000,other,"vallejo, california",doesn't have kids,likes dogs and likes cats,no,english
28,single,m,straight,average,mostly anything,often,never,graduated from college/university,white,68,30000,artistic / musical / writer,"alameda, california","doesn't have kids, but might want them",has dogs and has cats,trying to quit,english
36,single,m,straight,full figured,mostly anything,socially,sometimes,graduated from two-year college,white,69,80000,computer / hardware / software,"san francisco, california","has kids, and might want more",has dogs,sometimes,english
66,single,m,straight,fit,mostly vegetarian,socially,sometimes,graduated from masters program,white,70,60000,rather not say,"berkeley, california","has a kid, but doesn't want more",likes dogs and dislikes cats,no,english
24,single,m,straight,fit,mostly anything,not at all,never,working on college/university,white,71,20000,medicine / health,"san francisco, california",doesn't want kids,likes dogs and likes cats,no,"english (fluently), spanish (poorly), tagalog (poorly)"
29,single,m,straight,athletic,anything,socially,never,graduated from college/university,white,70,40000,education / academia,"vallejo, california",doesn't have kids,likes dogs and likes cats,no,english
35,single,m,straight,athletic,mostly anything,not at all,never,working on masters program,white,71,100000,computer / hardware / software,"san mateo, california",has a kid,likes dogs and likes cats,no,english
22,single,f,straight,curvy,mostly anything,socially,sometimes,working on college/university,black,63,20000,artistic / musical / writer,"oakland, california","doesn't have kids, but might want them",likes dogs and dislikes cats,no,english (fluently)
41,single,m,straight,average,mostly anything,not at all,never,graduated from college/university,asian,72,150000,sales / marketing / biz dev,"hayward, california",has kids,likes dogs and dislikes cats,no,"english (fluently), korean (okay)"
27,single,m,straight,average,anything,socially,sometimes,graduated from high school,white,76,70000,executive / management,"walnut creek, california","doesn't have kids, but wants them",likes dogs and has cats,trying to quit,english
30,single,m,straight,full figured,mostly anything,socially,never,graduated from masters program,black,73,60000,banking / financial / real estate,"san francisco, california",doesn't have kids,likes dogs,no,english
23,single,m,straight,fit,strictly anything,often,never,working on college/university,"asian, hispanic / latin, white, other",73,20000,other,"berkeley, california",doesn't have kids,likes dogs and has cats,sometimes,"english (fluently), spanish (fluently)"
28,single,m,straight,fit,strictly vegan,rarely,never,graduated from college/university,white,67,80000,computer / hardware / software,"san bruno, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), spanish (okay), chinese (poorly), vietnamese (poorly), indonesian (poorly)"
45,single,m,straight,a little extra,mostly anything,socially,never,graduated from two-year college,white,75,50000,rather not say,"south san francisco, california",has a kid,likes dogs,no,english
38,single,f,straight,fit,mostly anything,socially,never,graduated from college/university,white,68,30000,other,"mill valley, california",has a kid,likes dogs and has cats,no,"english (fluently), french (okay), italian (okay), arabic (okay)"
66,single,m,straight,a little extra,mostly anything,rarely,never,graduated from ph.d program,white,68,80000,medicine / health,"san mateo, california",has a kid,likes dogs,no,"english (fluently), french (poorly)"
46,single,f,straight,full figured,mostly anything,socially,never,working on two-year college,white,68,50000,medicine / health,"san leandro, california","has a kid, but doesn't want more",has dogs and likes cats,no,english (fluently)
41,single,m,straight,athletic,anything,rarely,never,graduated from college/university,white,65,60000,sales / marketing / biz dev,"san rafael, california","doesn't have kids, but wants them",has dogs,no,"english (fluently), spanish (poorly)"
28,single,f,straight,curvy,anything,socially,sometimes,graduated from college/university,white,72,50000,entertainment / media,"oakland, california",doesn't have kids,has dogs and likes cats,when drinking,english
32,single,f,straight,curvy,mostly vegetarian,socially,sometimes,graduated from masters program,white,71,40000,other,"oakland, california",doesn't have kids,likes dogs and has cats,no,english (fluently)
21,single,f,straight,average,mostly anything,rarely,never,working on college/university,white,67,20000,artistic / musical / writer,"san francisco, california",doesn't want kids,likes dogs and likes cats,no,english (fluently)
25,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,white,70,70000,science / tech / engineering,"san francisco, california",doesn't have kids,likes dogs and dislikes cats,no,english (fluently)
34,single,m,straight,athletic,mostly anything,socially,never,graduated from masters program,white,68,100000,computer / hardware / software,"san francisco, california",doesn't have kids,likes dogs and likes cats,no,"english (fluently), french (fluently)"
21,single,f,straight,a little extra,anything,socially,sometimes,working on two-year college,"asian, white",64,20000,student,"san rafael, california","doesn't have kids, but might want them",has dogs and likes cats,yes,"english (fluently), spanish (okay)"
53,single,m,straight,overweight,mostly anything,rarely,never,working on ph.d program,black,73,30000,education / academia,"emeryville, california","has kids, but doesn't want more",likes dogs,no,"english (fluently), spanish (poorly)"
22,single,f,straight,curvy,strictly anything,socially,never,graduated from college/university,white,65,20000,artistic / musical / writer,"san francisco, california",doesn't want kids,likes dogs and has cats,no,english (fluently)
22,single,m,straight,fit,mostly anything,not at all,never,working on college/university,white,68,20000,sales / marketing / biz dev,"san mateo, california","doesn't have kids, but wants them",likes dogs and likes cats,when drinking,english (fluently)
32,single,f,straight,curvy,mostly anything,socially,sometimes,graduated from masters program,"hispanic / latin, white",63,40000,education / academia,"martinez, california","doesn't have kids, but wants them",likes dogs and likes cats,no,english (okay)
20,single,m,bisexual,average,mostly anything,rarely,never,working on college/university,hispanic / latin,63,20000,student,"berkeley, california","doesn't have kids, but might want them",has dogs and dislikes cats,no,"english (fluently), spanish (fluently), italian (okay)"
23,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,"asian, pacific islander",67,20000,military,"hayward, california","doesn't have kids, but wants them",likes dogs and likes cats,no,"english (fluently), tagalog (poorly), spanish (poorly), arabic (poorly)"
24,single,m,straight,average,strictly anything,rarely,never,dropped out of two-year college,white,68,30000,sales / marketing / biz dev,"oakland, california",doesn't want kids,likes dogs and dislikes cats,yes,"english (fluently), arabic (poorly)"
27,single,m,straight,athletic,mostly anything,often,sometimes,working on college/university,white,73,30000,sales / marketing / biz dev,"berkeley, california","doesn't have kids, but might want them",likes dogs and likes cats,no,english
39,single,m,straight,average,mostly anything,not at all,never,graduated from masters program,white,71,100000,sales / marketing / biz dev,"burlingame, california",has a kid,likes dogs and likes cats,no,english (fluently)
25,single,m,straight,fit,mostly vegetarian,rarely,never,graduated from two-year college,white,71,20000,science / tech / engineering,"berkeley, california","doesn't have kids, but might want them",has dogs,sometimes,"english (fluently), spanish (poorly)"
40,single,f,straight,athletic,strictly vegetarian,rarely,never,working on ph.d program,other,67,20000,student,"menlo park, california","doesn't have kids, but wants them",likes dogs and likes cats,no,"english (fluently), spanish (fluently)"
39,single,m,straight,athletic,mostly anything,socially,never,graduated from ph.d program,white,75,1000000,banking / financial / real estate,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), french (okay), spanish (poorly), c++ (poorly)"
19,single,f,straight,a little extra,mostly anything,desperately,never,working on two-year college,black,61,20000,student,"oakland, california","doesn't have kids, but wants them",likes dogs and likes cats,yes,english
33,single,m,straight,average,mostly anything,socially,never,graduated from college/university,white,73,100000,science / tech / engineering,"san francisco, california",doesn't have kids,likes dogs and likes cats,sometimes,english (fluently)
32,single,m,straight,skinny,mostly anything,often,sometimes,graduated from two-year college,hispanic / latin,76,40000,education / academia,"san francisco, california","doesn't have kids, but wants them",likes dogs and dislikes cats,trying to quit,"english, spanish (fluently), russian (poorly)"
34,single,m,straight,athletic,mostly halal,socially,never,graduated from college/university,"black, other",68,50000,political / government,"berkeley, california","has a kid, but doesn't want more",likes dogs,sometimes,"english (poorly), arabic (poorly), swahili (poorly), spanish (okay)"
38,single,f,straight,thin,anything,socially,sometimes,college/university,white,66,50000,hospitality / travel,"san francisco, california",doesn't have kids,likes dogs and likes cats,when drinking,"english (fluently), spanish (okay), french (poorly), catalan (poorly)"
34,single,m,straight,average,mostly anything,socially,never,graduated from college/university,"hispanic / latin, white",67,80000,banking / financial / real estate,"burlingame, california","has a kid, and might want more",likes dogs,no,"english (fluently), french (poorly), spanish (poorly)"
65,single,m,straight,average,mostly anything,socially,never,graduated from college/university,white,74,30000,other,"alameda, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,no,english
54,single,f,straight,fit,strictly anything,socially,never,graduated from masters program,white,67,100000,medicine / health,"san francisco, california",has kids,dislikes dogs and dislikes cats,no,"english (fluently), french (poorly)"
36,single,f,straight,curvy,mostly anything,socially,never,graduated from ph.d program,white,71,150000,education / academia,"san francisco, california","doesn't have kids, but wants them",likes dogs,no,english
38,single,f,straight,average,mostly anything,socially,never,graduated from college/university,native american,66,30000,sales / marketing / biz dev,"san francisco, california","has a kid, and might want more",likes dogs and likes cats,no,english
55,single,f,straight,full figured,mostly anything,rarely,never,graduated from two-year college,"black, native american, white",62,70000,sales / marketing / biz dev,"oakland, california",has kids,has dogs,no,english (fluently)
22,single,f,straight,curvy,mostly vegan,often,never,working on space camp,native american,67,20000,education / academia,"berkeley, california","doesn't have kids, and doesn't want any",likes dogs and dislikes cats,when drinking,"english (fluently), french (okay), latvian (okay), russian (fluently)"
33,single,f,straight,average,mostly other,socially,never,graduated from college/university,white,61,100000,executive / management,"san francisco, california","doesn't have kids, and doesn't want any",has dogs and likes cats,no,english
42,single,m,straight,fit,mostly vegetarian,socially,never,graduated from ph.d program,white,73,100000,science / tech / engineering,"berkeley, california","doesn't have kids, but wants them",likes dogs and likes cats,no,english
31,single,m,straight,average,anything,not at all,never,high school,white,72,80000,transportation,"martinez, california","doesn't have kids, but might want them",likes dogs and has cats,trying to quit,english
38,single,f,straight,fit,mostly vegetarian,socially,never,graduated from college/university,white,66,50000,construction / craftsmanship,"oakland, california",has a kid,has cats,when drinking,english
26,single,m,straight,average,strictly vegetarian,often,sometimes,working on college/university,white,74,20000,student,"oakland, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,no,english (fluently)
59,single,m,gay,average,mostly anything,socially,never,graduated from college/university,white,71,100000,medicine / health,"albany, california","has kids, but doesn't want more",likes dogs and likes cats,no,english
28,single,f,straight,overweight,mostly vegetarian,often,never,graduated from college/university,white,69,30000,other,"redwood city, california","doesn't have kids, but wants them",dislikes dogs and has cats,no,"english (fluently), c++ (poorly)"
28,single,m,straight,athletic,strictly anything,socially,never,working on med school,white,73,60000,medicine / health,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,no,"english, spanish (okay)"
24,single,m,straight,athletic,mostly anything,very often,sometimes,working on college/university,white,74,20000,student,"berkeley, california",doesn't have kids,likes dogs and likes cats,sometimes,english
32,single,f,straight,thin,mostly vegetarian,rarely,never,graduated from college/university,white,66,50000,sales / marketing / biz dev,"san francisco, california","doesn't have kids, but wants them",likes dogs and has cats,no,english
20,single,f,bisexual,curvy,mostly other,socially,never,working on college/university,white,65,1000000,artistic / musical / writer,"san francisco, california","doesn't have kids, and doesn't want any",likes dogs and has cats,no,english (fluently)
25,single,m,straight,fit,mostly anything,desperately,sometimes,graduated from law school,white,75,80000,artistic / musical / writer,"san francisco, california","doesn't have kids, but wants them",likes dogs,no,"english, portuguese, croatian"
29,single,m,straight,average,mostly anything,often,sometimes,graduated from college/university,white,71,150000,entertainment / media,"san francisco, california","doesn't have kids, but might want them",likes dogs,when drinking,english
49,single,f,straight,thin,anything,often,never,graduated from masters program,white,65,100000,executive / management,"belmont, california","has kids, but doesn't want more",likes dogs,sometimes,english (fluently)
30,single,m,straight,average,mostly vegetarian,socially,never,graduated from college/university,white,74,60000,transportation,"burlingame, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), german (fluently)"
26,single,f,straight,curvy,mostly anything,socially,never,graduated from college/university,white,68,70000,executive / management,"walnut creek, california","doesn't have kids, but wants them",has dogs and likes cats,no,english (fluently)
22,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,white,70,30000,science / tech / engineering,"san francisco, california",doesn't have kids,likes dogs and likes cats,no,"english (fluently), spanish (okay)"
37,single,m,straight,average,mostly anything,socially,sometimes,dropped out of space camp,white,75,250000,artistic / musical / writer,"sausalito, california",doesn't have kids,has dogs,yes,"english (fluently), persian (poorly)"
27,single,f,straight,a little extra,mostly anything,very often,never,working on ph.d program,white,65,30000,science / tech / engineering,"berkeley, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,when drinking,english (fluently)
33,single,f,straight,curvy,mostly anything,socially,never,graduated from college/university,white,65,80000,sales / marketing / biz dev,"burlingame, california","doesn't have kids, but wants them",likes dogs and likes cats,no,"english, french (okay), hungarian (poorly)"
26,single,m,straight,average,anything,socially,never,working on two-year college,white,67,20000,other,"daly city, california","doesn't have kids, but wants them",likes dogs and likes cats,sometimes,english
21,single,f,straight,curvy,mostly anything,socially,never,graduated from college/university,asian,71,70000,artistic / musical / writer,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,no,"english (fluently), c++ (fluently), italian (okay), japanese (okay), french (okay)"
45,single,m,straight,average,mostly anything,not at all,never,graduated from masters program,asian,70,50000,other,"palo alto, california","doesn't have kids, and doesn't want any",has dogs and likes cats,no,english (fluently)
26,single,m,straight,full figured,mostly anything,socially,often,working on college/university,hispanic / latin,73,70000,computer / hardware / software,"oakland, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,no,"english (fluently), spanish (fluently), german (poorly)"
27,single,m,gay,average,mostly anything,rarely,never,graduated from masters program,"white, other",69,50000,education / academia,"san francisco, california",doesn't want kids,likes dogs and dislikes cats,no,"english (fluently), italian (poorly)"
45,single,m,straight,average,mostly other,socially,never,graduated from college/university,hispanic / latin,68,60000,hospitality / travel,"san francisco, california",has kids,likes dogs,no,"english (fluently), spanish (fluently)"
42,single,f,straight,curvy,strictly anything,rarely,never,dropped out of college/university,"hispanic / latin, white",69,30000,artistic / musical / writer,"oakland, california","has a kid, and might want more",likes dogs and has cats,no,"english (fluently), spanish (poorly)"
24,single,m,straight,average,mostly anything,socially,never,working on masters program,white,71,60000,science / tech / engineering,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,when drinking,"english (fluently), german (okay), spanish (poorly)"
24,single,f,straight,curvy,anything,socially,never,graduated from two-year college,black,66,20000,other,"burlingame, california",has a kid,likes dogs and likes cats,when drinking,english
37,single,f,bisexual,fit,mostly vegan,socially,never,graduated from college/university,white,63,70000,computer / hardware / software,"san francisco, california","doesn't have kids, and doesn't want any",likes dogs and has cats,no,"english (fluently), french (poorly)"
18,single,m,straight,athletic,mostly anything,socially,never,working on two-year college,"black, hispanic / latin",71,20000,student,"san leandro, california",doesn't have kids,likes dogs and likes cats,trying to quit,"english (fluently), sign language (okay), spanish (poorly)"
51,single,m,gay,a little extra,anything,rarely,never,graduated from high school,white,65,20000,other,"san francisco, california",doesn't want kids,likes dogs and likes cats,yes,english
45,single,m,straight,athletic,mostly anything,socially,never,graduated from masters program,asian,70,100000,executive / management,"san francisco, california",doesn't have kids,likes dogs and likes cats,no,"english, spanish"
31,single,f,straight,fit,strictly anything,socially,sometimes,graduated from college/university,white,65,80000,artistic / musical / writer,"oakland, california","doesn't have kids, but might want them",likes dogs and has cats,no,"english (fluently), spanish (poorly)"
52,single,f,straight,curvy,vegetarian,not at all,never,graduated from college/university,white,65,30000,artistic / musical / writer,"sausalito, california","has kids, but doesn't want more",likes dogs and has cats,no,english
27,single,f,straight,curvy,mostly anything,socially,never,graduated from college/university,white,67,80000,computer / hardware / software,"oakland, california",doesn't want kids,likes dogs and has cats,no,"english (fluently), french (poorly)"
56,single,f,straight,athletic,mostly anything,socially,never,graduated from college/university,white,68,100000,banking / financial / real estate,"benicia, california",has kids,likes dogs,no,"english (fluently), german (poorly)"
46,single,m,straight,athletic,mostly anything,socially,never,graduated from two-year college,white,71,60000,political / government,"novato, california",has a kid,likes dogs and likes cats,no,english
23,single,f,straight,average,mostly vegetarian,socially,never,graduated from college/university,"asian, pacific islander",59,60000,science / tech / engineering,"san francisco, california",doesn't want kids,likes dogs,no,"english, sign language (poorly)"
28,single,m,straight,fit,mostly anything,rarely,never,graduated from college/university,white,72,100000,computer / hardware / software,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), c++ (okay), lisp (okay), spanish (poorly)"
38,single,m,straight,jacked,mostly anything,socially,never,graduated from college/university,white,68,40000,medicine / health,"oakland, california","doesn't have kids, but might want them",likes dogs and has cats,no,english
23,single,f,straight,a little extra,mostly anything,socially,never,graduated from high school,white,64,20000,unemployed,"san pablo, california",has kids,likes dogs and has cats,trying to quit,"english (fluently), french (okay)"
34,single,f,straight,athletic,anything,socially,never,graduated from masters program,white,67,40000,other,"san francisco, california","doesn't have kids, but might want them",likes dogs and has cats,sometimes,"english, spanish (fluently), portuguese (okay), french (poorly)"
53,single,m,straight,thin,mostly anything,socially,never,graduated from college/university,black,70,100000,sales / marketing / biz dev,"oakland, california","doesn't have kids, and doesn't want any",likes dogs,no,english
32,single,f,straight,fit,mostly anything,socially,never,graduated from masters program,other,60,50000,education / academia,"belmont, california",doesn't have kids,likes dogs and has cats,no,"english (fluently), spanish (fluently)"
41,single,f,straight,curvy,mostly anything,socially,never,graduated from college/university,white,64,60000,hospitality / travel,"san francisco, california","doesn't have kids, and doesn't want any",has dogs and has cats,no,"english (fluently), french (okay), spanish (poorly)"
57,single,f,straight,fit,mostly vegetarian,socially,never,graduated from masters program,white,68,80000,artistic / musical / writer,"san francisco, california","doesn't have kids, and doesn't want any",has dogs and has cats,no,"english, spanish (poorly), french (poorly)"
27,single,m,straight,average,strictly anything,socially,never,graduated from high school,white,72,20000,banking / financial / real estate,"martinez, california","doesn't have kids, but might want them",likes dogs and likes cats,no,english
33,single,f,straight,curvy,strictly other,socially,never,college/university,asian,56,20000,medicine / health,"san francisco, california",has a kid,likes dogs and likes cats,no,"english (fluently), chinese (fluently), spanish (poorly)"
51,single,f,straight,average,strictly vegetarian,socially,never,graduated from masters program,black,70,80000,medicine / health,"berkeley, california",has kids,likes dogs and likes cats,no,"english (fluently), spanish (poorly)"
21,seeing someone,f,straight,curvy,mostly anything,not at all,never,working on college/university,white,64,20000,student,"el sobrante, california","doesn't have kids, but might want them",has dogs and has cats,no,english
24,single,m,straight,a little extra,mostly anything,rarely,never,working on college/university,"hispanic / latin, white",68,20000,entertainment / media,"martinez, california","doesn't have kids, but might want them",likes dogs and has cats,no,english
31,single,m,straight,fit,mostly anything,socially,never,graduated from high school,"pacific islander, hispanic / latin, white",70,50000,construction / craftsmanship,"san leandro, california","doesn't have kids, but wants them",has dogs and dislikes cats,no,english (fluently)
18,single,m,straight,thin,strictly anything,socially,never,working on college/university,white,75,20000,student,"hayward, california",doesn't have kids,likes cats,no,"english (fluently), german (poorly)"
25,single,m,straight,average,mostly anything,socially,never,graduated from college/university,white,65,80000,science / tech / engineering,"san francisco, california",doesn't have kids,likes dogs and dislikes cats,no,english
24,single,m,straight,average,mostly anything,rarely,never,working on two-year college,white,66,20000,sales / marketing / biz dev,"martinez, california",doesn't want kids,has dogs and likes cats,no,"english (fluently), spanish (okay)"
44,single,m,straight,a little extra,anything,socially,never,graduated from college/university,white,72,40000,clerical / administrative,"berkeley, california",doesn't want kids,likes cats,no,"english (fluently), german (okay)"
30,single,m,gay,average,strictly anything,socially,sometimes,graduated from high school,white,70,40000,hospitality / travel,"san francisco, california","doesn't have kids, but might want them",has dogs and likes cats,sometimes,"english (fluently), french (fluently), spanish (okay)"
32,single,m,straight,athletic,mostly anything,often,never,dropped out of space camp,white,74,70000,construction / craftsmanship,"san francisco, california",doesn't want kids,likes dogs and likes cats,no,english (poorly)
24,single,m,straight,athletic,strictly anything,socially,never,graduated from masters program,white,75,250000,sales / marketing / biz dev,"san francisco, california",doesn't have kids,has dogs,no,english
41,single,f,straight,fit,vegetarian,often,never,graduated from ph.d program,white,63,30000,education / academia,"san francisco, california",has kids,dislikes dogs and likes cats,yes,"english, french (fluently)"
24,single,f,straight,thin,mostly anything,socially,sometimes,working on college/university,white,67,20000,student,"berkeley, california","doesn't have kids, and doesn't want any",likes dogs and has cats,yes,"english (fluently), french (poorly)"
28,single,f,straight,curvy,mostly anything,socially,never,graduated from college/university,"native american, hispanic / latin",66,30000,other,"san francisco, california","doesn't have kids, but wants them",likes dogs and has cats,no,"english (fluently), spanish (poorly)"
38,seeing someone,m,straight,athletic,strictly anything,socially,never,graduated from college/university,white,73,150000,computer / hardware / software,"alameda, california",has kids,likes dogs and likes cats,no,"english (fluently), c++ (fluently), german (poorly), tagalog (poorly), french (poorly)"
23,single,m,straight,thin,vegan,often,sometimes,dropped out of space camp,white,69,20000,artistic / musical / writer,"oakland, california","doesn't have kids, and doesn't want any",has dogs and likes cats,no,english
54,single,m,straight,thin,mostly anything,socially,sometimes,graduated from college/university,white,72,50000,banking / financial / real estate,"san francisco, california","has kids, but doesn't want more",likes dogs and likes cats,no,english
33,single,m,straight,fit,mostly anything,socially,never,graduated from two-year college,other,73,100000,entertainment / media,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,yes,english (fluently)
29,single,m,bisexual,average,strictly other,not at all,never,working on masters program,"asian, black",69,70000,military,"san leandro, california","doesn't have kids, but might want them",likes dogs and dislikes cats,no,english
33,single,m,straight,average,mostly anything,often,sometimes,graduated from college/university,white,66,40000,medicine / health,"san francisco, california","doesn't have kids, but wants them",likes dogs and dislikes cats,when drinking,"english (fluently), german (poorly), spanish (poorly)"
