age	status	sex	orientation	body_type	diet	drinks	drugs	education	ethnicity	height	income	job	location	offspring	pets	smokes	speaks
27	single	m	straight	thin		socially		graduated from college/university	other	72	50000	clerical / administrative	"san francisco, california"	doesn't have kids	likes dogs		english
32	available	m	straight	fit	anything	socially	never	graduated from ph.d program	asian	66	150000	medicine / health	"san rafael, california"	"doesn't have kids, but might want them"		no	english
41	single	f	gay	a little extra	mostly anything	socially	never	graduated from college/university	white	68	80000	construction / craftsmanship	"burlingame, california"	"doesn't have kids, but might want them"	has dogs	trying to quit	"english (fluently), spanish (okay)"
23	single	m	straight	fit			never	working on space camp		70	30000	other	"emeryville, california"				english
22	seeing someone	f	straight	athletic	mostly anything	socially	sometimes	working on college/university	"hispanic / latin, other"	68	20000	student	"san francisco, california"			when drinking	english (fluently)
42	single	f	straight	average	mostly anything	socially		graduated from masters program	white	66	60000	other	"san francisco, california"	wants kids	likes dogs	sometimes	"english (fluently), spanish (fluently)"
34	single	m	straight	rather not say		socially	never	college/university	"pacific islander, hispanic / latin"	68	70000	computer / hardware / software	"oakland, california"	has a kid		no	english
23	single	m	straight	average	mostly anything	often		graduated from college/university	"white, other"	72	100000	sales / marketing / biz dev	"san francisco, california"	doesn't have kids	likes dogs	no	english
39	single	m	straight	athletic	mostly anything	often	sometimes	dropped out of masters program	white	72	20000	computer / hardware / software	"san mateo, california"	doesn't have kids	likes dogs	no	"english, ancient greek (fluently)"
23	single	f	straight	average	mostly anything	socially	never	working on college/university	asian	61	20000	student	"hayward, california"	"doesn't have kids, but wants them"	likes dogs	no	"english (fluently), tagalog (okay)"
26	single	m	straight	fit	mostly anything	socially	never	graduated from space camp	white	71	100000	banking / financial / real estate	"san francisco, california"		likes dogs and dislikes cats	no	english
31	single	m	straight	average	mostly vegetarian	not at all	never	working on two-year college	white	72	20000	student	"mill valley, california"	"doesn't have kids, but might want them"	likes dogs and likes cats	trying to quit	"english (fluently), spanish (poorly)"
52	single	m	straight			socially		graduated from masters program	white	68	100000	science / tech / engineering	"berkeley, california"	doesn't want kids			"english (okay), turkish (poorly), japanese (poorly), french (poorly)"
33	single	m	straight	fit	mostly anything	socially	sometimes	graduated from ph.d program	white	68	50000	medicine / health	"san francisco, california"	doesn't have kids		sometimes	english
43	single	m	straight	athletic		socially	never	graduated from college/university	"asian, black, native american, hispanic / latin"	74	100000	sales / marketing / biz dev	"burlingame, california"	has kids	likes dogs and likes cats	no	"english (fluently), portuguese (poorly), spanish (okay), japanese (okay)"
35	single	m	straight	athletic	mostly anything	socially	never	graduated from college/university	asian	67	60000	sales / marketing / biz dev	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), chinese (okay), spanish (poorly)"
27	single	m	straight	athletic	mostly anything	not at all	never	graduated from college/university	white	76	100000	computer / hardware / software	"redwood city, california"	"doesn't have kids, but might want them"	has dogs and has cats	no	"english (fluently), c++ (okay)"
37	single	m	straight	thin	strictly anything	socially	never	graduated from college/university	white	69	50000	clerical / administrative	"san francisco, california"		likes dogs and likes cats	no	english (fluently)
21	available	m	straight	fit	strictly anything	socially	never	graduated from high school	white	69	20000	computer / hardware / software	"oakland, california"	doesn't want kids	likes dogs and likes cats	no	"english (fluently), spanish (poorly)"
24	single	m	bisexual	athletic		socially		graduated from college/university	"hispanic / latin, white"	71	1000000	executive / management	"oakland, california"			no	english (fluently)
26	single	m	straight	thin		socially	sometimes	graduated from college/university	white	67	70000	computer / hardware / software	"san francisco, california"		has dogs and likes cats	when drinking	english
26	single	m	straight	average	mostly anything	socially		working on ph.d program	white	69	20000	education / academia	"san francisco, california"		likes cats	no	"english (fluently), french (poorly)"
29	single	m	straight	fit	anything	socially	never	graduated from college/university	asian	69	100000	computer / hardware / software	"palo alto, california"	"doesn't have kids, but might want them"	likes dogs	no	"english (fluently), chinese (okay), french (poorly)"
22	single	m	straight	fit	anything	not at all		working on college/university	white	68	20000		"san francisco, california"			sometimes	english
24	single	m	straight	average		socially	never	graduated from high school	black	72	250000	other	"oakland, california"		likes dogs	no	english
35	single	f	straight	fit	mostly vegetarian	socially		graduated from masters program	white	66	80000	medicine / health	"san francisco, california"	has a kid	likes dogs and likes cats	no	english
23	single	f	straight	curvy	mostly anything	socially	never	graduated from college/university	"asian, pacific islander"	64	30000	education / academia	"berkeley, california"	doesn't have kids	likes dogs	no	"english (fluently), tagalog (okay), spanish (poorly)"
32	single	m	straight	average	mostly vegetarian	socially	never	graduated from college/university	white	70	70000	construction / craftsmanship	"oakland, california"	doesn't have kids	likes dogs	no	"english, italian, spanish"
60	single	f	straight	athletic	mostly other	socially	never	graduated from college/university	white	62	50000	medicine / health	"fairfax, california"	has a kid	likes dogs and likes cats	no	"english, french (poorly), spanish (poorly)"
24	single	f	straight	fit	strictly anything	socially	never	dropped out of college/university	white	63	20000	computer / hardware / software	"san francisco, california"		likes dogs and dislikes cats	no	"english (fluently), french (okay), spanish (poorly)"
31	single	f	straight	fit	mostly anything	rarely	never	graduated from college/university	white	64	80000	sales / marketing / biz dev	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), spanish (poorly)"
32	single	m	straight	average	mostly other	often	sometimes	graduated from college/university	white	71	100000	computer / hardware / software	"san francisco, california"		likes dogs and has cats	no	"english (fluently), german (poorly), spanish (poorly)"
42	single	f	straight	fit	mostly other	socially	never	graduated from masters program	white	63	70000	education / academia	"san rafael, california"	"doesn't have kids, but might want them"		no	english
26	single	m	straight	fit	mostly anything	rarely	never	graduated from masters program	white	71	100000	computer / hardware / software	"san francisco, california"	"doesn't have kids, and doesn't want any"	likes cats	no	english (fluently)
30	single	m	straight	athletic	mostly anything	rarely	never	working on college/university	"black, native american, hispanic / latin"	73	40000	law / legal services	"san francisco, california"			no	"english (fluently), spanish (okay), russian (poorly), tagalog (poorly)"
29	single	m	straight	average		socially	never	working on ph.d program	white	71	20000	student	"menlo park, california"	doesn't want kids	likes dogs and likes cats	no	english
39	single	m	straight	average		socially	never		asian	68	50000	other	"emeryville, california"			no	english (fluently)
35	single	m	gay	fit	mostly anything	socially	never	graduated from college/university	other	75	100000	entertainment / media	"walnut creek, california"			no	"english (fluently), french (okay)"
33	single	m	gay	athletic	anything	socially		graduated from masters program	white	66	70000	education / academia	"daly city, california"			no	english
35	single	f	straight	average	mostly vegetarian	socially	never	graduated from space camp	white	67	60000	hospitality / travel	"menlo park, california"	doesn't have kids	has dogs and dislikes cats	when drinking	"english (fluently), spanish (poorly)"
51	single	f	straight	fit		socially	sometimes	graduated from college/university	white	68	50000	artistic / musical / writer	"san francisco, california"	has a kid		no	english
22	single	f	straight	curvy	mostly anything	rarely	never	working on college/university	"asian, white"	63	20000	medicine / health	"berkeley, california"		has dogs and has cats	no	english (fluently)
27	single	m	straight	fit		socially	never	working on ph.d program	white	74	30000	education / academia	"menlo park, california"		likes dogs	no	english (fluently)
27	single	f	bisexual	curvy		often	sometimes	working on college/university	white	66	20000	entertainment / media	"san francisco, california"		likes dogs and likes cats	no	english (fluently)
26	available	f	bisexual	fit	mostly vegetarian	socially		working on college/university	white	64	20000		"san francisco, california"		likes dogs and likes cats	no	"english (fluently), spanish (poorly), sign language (poorly)"
35	single	m	straight	athletic	mostly anything	socially	never	graduated from high school	"asian, pacific islander, hispanic / latin, white"	71	50000	political / government	"south san francisco, california"		likes dogs and likes cats	no	"english, japanese, spanish"
50	single	m	straight	thin	mostly anything	rarely	never	graduated from two-year college	"hispanic / latin, white"	68	30000	other	"novato, california"	"doesn't have kids, and doesn't want any"	likes dogs	no	english (fluently)
35	single	m	straight	athletic	mostly anything	socially	never	working on masters program	"asian, other"	74	100000	student	"san francisco, california"	"doesn't have kids, but wants them"	likes dogs	no	english (fluently)
40	single	m	straight	average	mostly anything	socially	never	graduated from ph.d program	asian	69	150000	science / tech / engineering	"millbrae, california"		likes dogs	no	english
23	single	m	straight	fit	mostly anything	socially	never	working on college/university	white	71	30000	entertainment / media	"san francisco, california"		has dogs	sometimes	english
28	single	m	straight	athletic	mostly anything	socially		graduated from college/university	"asian, hispanic / latin"	69	30000	sales / marketing / biz dev	"benicia, california"		likes dogs	sometimes	english (fluently)
27	single	f	gay			rarely	sometimes	dropped out of space camp	"hispanic / latin, white"	65	20000	artistic / musical / writer	"berkeley, california"		has cats		english
46	single	m	straight	athletic		desperately		graduated from masters program	middle eastern	72	1000000	banking / financial / real estate	"oakland, california"			no	"english (fluently), arabic (fluently), french (poorly), spanish (poorly), russian (poorly)"
27	single	m	straight	average	strictly anything	socially		dropped out of two-year college	white	71	20000	other	"oakland, california"		likes dogs and likes cats	trying to quit	english (fluently)
28	single	f	straight	fit	mostly vegetarian	socially	never	graduated from masters program	white	69	30000	education / academia	"berkeley, california"	"doesn't have kids, but might want them"	has dogs and likes cats	no	"english (fluently), hebrew (fluently), french (fluently), spanish (okay), arabic (poorly)"
37	single	m	straight	fit	mostly anything	socially		graduated from masters program	white	70	70000	entertainment / media	"san rafael, california"	doesn't have kids	likes dogs and has cats	no	english (fluently)
39	single	f	straight			not at all	never	graduated from masters program	white	67	70000	education / academia	"palo alto, california"		dislikes dogs and likes cats	no	english (fluently)
24	single	m	straight	athletic	mostly anything	often	never	graduated from college/university	white	73	70000	rather not say	"pleasant hill, california"		likes dogs and likes cats	no	"english, arabic, japanese, german, tagalog"
27	single	m	straight	full figured	strictly anything	often	sometimes	graduated from college/university	white	70	20000	hospitality / travel	"san francisco, california"	doesn't have kids		no	"english, spanish"
28	single	f	straight	used up		socially	never	graduated from college/university	"hispanic / latin, white"	67	60000	sales / marketing / biz dev	"san francisco, california"		has dogs	no	english
23	single	m	straight	athletic	mostly anything	socially		graduated from college/university	black	74	30000	banking / financial / real estate	"pinole, california"		likes dogs	no	english (fluently)
26	single	m	straight	athletic	strictly anything	socially	never	working on masters program	hispanic / latin	72	1000000	entertainment / media	"san francisco, california"		likes dogs	no	english (fluently)
27	single	f	straight	average	strictly anything	socially	never	graduated from college/university	asian	63	40000	artistic / musical / writer	"san francisco, california"	"doesn't have kids, but might want them"		no	english
29	single	f	straight	fit	strictly anything	socially	sometimes	graduated from ph.d program	asian	62	40000	science / tech / engineering	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), japanese (fluently), german (poorly)"
39	single	m	straight	athletic		socially	never	graduated from college/university	asian	65	100000	computer / hardware / software	"hayward, california"		likes dogs	no	"english, spanish (okay), hindi (okay), tagalog (poorly)"
29	single	m	straight	jacked	mostly halal	not at all	never	graduated from masters program	"native american, white"	83	20000	military	"pacifica, california"	doesn't want kids	dislikes dogs and dislikes cats	no	english
42	single	m	straight	fit	mostly anything	socially	never	graduated from masters program	white	71	100000	computer / hardware / software	"alameda, california"		likes dogs and likes cats	no	english (fluently)
26	single	m	straight	a little extra	anything	socially	never	dropped out of college/university	white	74	30000	computer / hardware / software	"emeryville, california"	doesn't want kids	likes dogs and likes cats	no	"english (fluently), c++ (okay), lisp (poorly)"
30	single	m	straight	thin	mostly anything	socially		graduated from college/university	white	68	100000	science / tech / engineering	"palo alto, california"		likes dogs and dislikes cats	when drinking	"english (fluently), spanish (poorly)"
32	single	f	straight	fit	mostly anything	often	never	graduated from college/university	native american	65	100000	law / legal services	"oakland, california"	doesn't have kids	likes dogs and likes cats	no	english (fluently)
33	single	m	straight	a little extra	mostly anything	socially	never	dropped out of college/university	white	70	150000	science / tech / engineering	"san francisco, california"	"doesn't have kids, but might want them"	likes dogs and likes cats	no	english
41	single	m	straight	fit		socially		dropped out of two-year college	asian	64	50000	other	"san francisco, california"		likes dogs and likes cats	no	"english (okay), chinese"
25	single	m	straight	average	mostly anything	socially	never	working on law school	"hispanic / latin, white"	70	150000	law / legal services	"stanford, california"	doesn't have kids	likes dogs	no	"english (fluently), spanish (poorly)"
21	single	m	straight	a little extra		socially	never	graduated from high school	white	72	20000	hospitality / travel	"san bruno, california"		has dogs	yes	english (fluently)
27	single	m	straight		mostly anything	rarely	never	graduated from college/university		74	1000000	artistic / musical / writer	"oakland, california"		likes dogs and likes cats	no	"english, italian (poorly)"
39	single	m	straight	a little extra	mostly anything	socially		graduated from college/university	white	72	100000	science / tech / engineering	"san francisco, california"	"doesn't have kids, but might want them"	likes dogs and likes cats	no	english (fluently)
50	single	m	straight	athletic		socially	sometimes	working on college/university	white	73	100000		"san francisco, california"	has a kid		no	english
25	single	m	straight	thin		socially		graduated from college/university	white	69	1000000		"san francisco, california"	doesn't have kids	likes dogs	sometimes	"english (fluently), ancient greek (fluently)"
51	single	m	straight	skinny		socially	sometimes	graduated from college/university		72	80000	computer / hardware / software	"albany, california"		likes dogs and has cats	no	"english (fluently), spanish (poorly), japanese (poorly)"
36	single	m	straight	average	mostly other	rarely	never	graduated from masters program	white	76	100000	executive / management	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), chinese (poorly), german (poorly), c++ (poorly)"
42	single	m	straight	a little extra		socially		graduated from law school	white	74	100000	law / legal services	"san francisco, california"	doesn't want kids	likes dogs and likes cats	no	"english (fluently), french (poorly)"
19	single	m	straight	fit	mostly anything	socially	sometimes	working on two-year college	white	72	20000	science / tech / engineering	"vallejo, california"	"doesn't have kids, but might want them"	likes dogs and likes cats	trying to quit	english (fluently)
45	single	m	gay	average		not at all	never	graduated from high school	white	71	30000	hospitality / travel	"san francisco, california"	doesn't want kids	likes dogs and likes cats	no	english
33	single	m	straight	skinny	strictly anything	often	never	graduated from college/university	asian	69	80000	sales / marketing / biz dev	"san francisco, california"	"doesn't have kids, but wants them"	likes dogs and likes cats	sometimes	"english (fluently), c++ (poorly), other (fluently)"
28	single	m	straight	thin	strictly anything	socially	never	graduated from college/university	white	76	80000	artistic / musical / writer	"san francisco, california"		likes dogs and likes cats	no	english
38	single	m	straight	fit			never	working on law school	black	74	70000	banking / financial / real estate	"oakland, california"	has a kid			english
42	single	m	straight	athletic		socially	never	college/university		73	50000	construction / craftsmanship	"oakland, california"	has a kid	likes dogs	no	english
26	single	m	straight	athletic	mostly anything	socially	never	graduated from college/university	asian	71	80000	sales / marketing / biz dev	"san francisco, california"	doesn't have kids	likes dogs	when drinking	"english (fluently), chinese (fluently), spanish (poorly)"
42	available	m	straight	athletic	mostly anything	socially	sometimes	graduated from masters program	white	70	70000	artistic / musical / writer	"emeryville, california"	doesn't have kids	likes dogs	no	"english (fluently), italian (fluently), spanish (poorly)"
38	single	m	straight	average		socially		graduated from college/university	indian	68	150000	computer / hardware / software	"san francisco, california"			sometimes	"english (fluently), hindi (fluently), sanskrit (poorly), tamil (poorly), other (okay)"
24	single	m	straight	thin		socially	never	graduated from college/university	white	71	60000	computer / hardware / software	"san rafael, california"			no	english
31	single	m	straight	athletic	mostly vegetarian	socially	sometimes	graduated from college/university		72	100000	computer / hardware / software	"san francisco, california"		likes dogs and likes cats	no	english
57	available	m	straight	average	mostly vegetarian	socially	never		white	68	100000	science / tech / engineering	"pinole, california"	has kids	has dogs	no	"english (fluently), greek (okay)"
32	single	m	straight	a little extra		rarely		graduated from college/university	white	69	100000	entertainment / media	"pacifica, california"	has kids	likes dogs and likes cats	sometimes	english (fluently)
34	single	m	straight	fit		socially		graduated from college/university	indian	73	100000	computer / hardware / software	"san francisco, california"		likes dogs and likes cats	no	"english, hindi"
62	single	m	straight	thin	mostly anything	socially	sometimes	graduated from masters program	white	66	50000	executive / management	"san francisco, california"	has kids		no	english (fluently)
33	single	m	straight	jacked	strictly vegan	desperately	often	dropped out of masters program	white	72	1000000	political / government	"san francisco, california"	"has kids, and wants more"	has dogs	yes	"english, c++, esperanto, catalan"
38	available	m	straight	fit		rarely	never	graduated from masters program	white	73	250000	executive / management	"mill valley, california"			no	english
33	single	m	straight	average	anything	socially	never	graduated from college/university	white	72	50000	other	"benicia, california"	has kids	likes dogs and likes cats	no	english
31	single	m	straight	athletic	mostly anything	socially		graduated from college/university	white	72	1000000	artistic / musical / writer	"san francisco, california"		likes dogs and likes cats	no	english
55	single	f	straight	a little extra		rarely	never	graduated from masters program	white	67	100000	medicine / health	"san mateo, california"	has a kid		no	"english (fluently), french (poorly)"
41	single	m	straight	fit	anything	socially	never	graduated from masters program	white	69	100000	political / government	"novato, california"			no	english
39	single	m	straight	athletic		socially		dropped out of college/university	"asian, white"	68	70000	science / tech / engineering	"larkspur, california"	has a kid	likes dogs	no	english
26	single	m	straight	athletic	mostly vegetarian	socially		graduated from college/university	asian	70	100000	computer / hardware / software	"emeryville, california"			no	"english, chinese"
27	single	m	straight	curvy	mostly anything	rarely	never	working on two-year college	"asian, black"	66	20000	rather not say	"san francisco, california"			no	"english (fluently), french (fluently)"
24	single	f	gay	curvy	mostly anything	socially	sometimes	working on college/university	"native american, hispanic / latin"	62	20000	clerical / administrative	"san francisco, california"		likes dogs and likes cats	when drinking	"english (fluently), french (poorly), spanish (poorly)"
41	single	m	gay	average		socially	never	graduated from college/university	black	76	20000	other	"berkeley, california"	doesn't want kids	likes dogs and likes cats	trying to quit	english (fluently)
30	single	m	straight	jacked	mostly anything	socially	never	graduated from two-year college	"white, other"	72	70000	other	"vallejo, california"		likes dogs and likes cats	no	english
34	single	m	straight	athletic	mostly anything	socially	sometimes	graduated from masters program	white	72	100000	computer / hardware / software	"san francisco, california"		likes dogs and likes cats	no	english
28	single	f	gay	athletic	mostly vegetarian	often	never	graduated from two-year college	white	62	30000	executive / management	"oakland, california"	"doesn't have kids, but might want them"	has dogs and likes cats	no	"english (fluently), spanish (poorly)"
26	single	f	straight	thin	mostly anything	socially	never	working on college/university	"black, white"	67	20000	clerical / administrative	"san mateo, california"			no	english (fluently)
32	single	f	straight	athletic		rarely	never		white	65	20000	sales / marketing / biz dev	"pleasant hill, california"		likes dogs and has cats	no	english
36	single	m	straight	average		socially		graduated from college/university	white	73	150000	computer / hardware / software	"san francisco, california"		likes dogs and likes cats	no	english
33	seeing someone	m	straight			rarely	never	college/university	white	72	80000	science / tech / engineering	"el cerrito, california"	doesn't want kids	likes dogs and likes cats	no	"english (fluently), c++ (poorly)"
25	single	m	straight	thin		socially		graduated from college/university	white	73	40000	science / tech / engineering	"berkeley, california"		likes dogs	no	"english, italian"
38	single	m	straight	athletic		rarely	never	graduated from two-year college	white	68	80000	construction / craftsmanship	"benicia, california"		likes dogs and has cats	sometimes	english
47	single	m	straight	fit	mostly anything	socially	never	graduated from college/university	white	71	50000	other	"el cerrito, california"	"doesn't have kids, but might want them"	has dogs and likes cats	no	"english (fluently), spanish (okay)"
49	single	m	straight	average		socially	never	graduated from college/university	white	69	100000	computer / hardware / software	"san francisco, california"	has kids	likes dogs and likes cats	trying to quit	"english (fluently), spanish (okay), german (poorly)"
29	single	m	straight	a little extra	mostly anything	socially	never	graduated from two-year college	"native american, white"	73	40000	sales / marketing / biz dev	"oakland, california"	"doesn't have kids, but might want them"	likes dogs and likes cats	sometimes	english
26	single	m	straight	skinny	anything	very often	sometimes	graduated from high school	white	70	40000	other	"san francisco, california"	"doesn't have kids, but might want them"	likes dogs and likes cats	yes	english
37	available	m	bisexual	average	mostly other	socially	sometimes	graduated from two-year college	white	67	50000	computer / hardware / software	"san francisco, california"		likes dogs and likes cats	no	english
29	single	m	straight	a little extra		socially	never	graduated from college/university	white	72	80000	executive / management	"san leandro, california"		likes dogs and likes cats	no	english (fluently)
30	single	m	straight	fit	anything	socially	never	graduated from masters program	white	74	100000	sales / marketing / biz dev	"walnut creek, california"	"doesn't have kids, but wants them"	likes dogs and likes cats	when drinking	english
30	single	m	straight	skinny	mostly anything	often		graduated from college/university	white	74	100000	executive / management	"san francisco, california"	"doesn't have kids, but might want them"	has dogs and likes cats	no	"english (fluently), spanish (poorly)"
45	single	m	straight	average	mostly anything	socially	never	graduated from college/university	white	69	150000	computer / hardware / software	"san mateo, california"	has a kid	likes dogs	no	english (fluently)
29	single	m	straight	fit	mostly anything	socially	sometimes	graduated from college/university	white	74	20000	education / academia	"emeryville, california"	"doesn't have kids, but might want them"	likes dogs	no	"english, spanish (okay), korean (poorly)"
25	single	m	straight	average	strictly anything	socially	never	graduated from college/university	"asian, white"	70	20000	artistic / musical / writer	"oakland, california"			no	english (fluently)
43	single	m	straight	average		socially	never	dropped out of two-year college	white	72	40000	other	"san francisco, california"	doesn't want kids	likes dogs and likes cats	no	english
50	single	m	straight	curvy				graduated from masters program	white	74	150000	science / tech / engineering	"berkeley, california"	has kids			"english, indonesian, portuguese"
43	single	m	straight	overweight		rarely	never		white	74	30000	clerical / administrative	"novato, california"	has a kid	has dogs and has cats	no	"english, dutch (poorly)"
35	single	f	straight	average		rarely	sometimes	graduated from masters program	white	66	80000	medicine / health	"san francisco, california"	has a kid	likes dogs and has cats	trying to quit	"english (fluently), irish (fluently)"
33	single	f	straight	curvy	mostly anything	socially	sometimes	graduated from college/university	"middle eastern, hispanic / latin"	65	50000	artistic / musical / writer	"san francisco, california"		has dogs	sometimes	"english, spanish, czech"
19	single	m	straight	average	vegetarian	very often	never	high school	black	71	20000	student	"hayward, california"		likes dogs and dislikes cats	sometimes	english
23	single	m	straight	average	anything	socially	never		hispanic / latin	72	40000	transportation	"hayward, california"	has a kid		no	"english, spanish"
23	single	m	straight	average	mostly anything	rarely	never	working on college/university	white	73	20000	science / tech / engineering	"san francisco, california"			no	english
28	seeing someone	f	straight	curvy		socially	never	working on college/university	white	66	20000	clerical / administrative	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), french (okay)"
26	single	m	straight	athletic		socially	never		white	75	40000		"mill valley, california"			sometimes	english
26	single	m	straight	fit					"asian, middle eastern, black, native american, indian, pacific islander, white"	68	30000		"san francisco, california"	doesn't have kids			"english (fluently), spanish (fluently)"
37	single	m	straight	fit	mostly anything		never	college/university	white	74	1000000	entertainment / media	"san francisco, california"				english
26	single	m	bisexual	fit	strictly vegan	socially	never	working on two-year college	white	69	30000	education / academia	"san francisco, california"			trying to quit	english
21	available	f	bisexual	curvy	strictly anything	socially	never	dropped out of college/university	"native american, hispanic / latin, white"	67	20000	other	"oakland, california"	doesn't want kids	likes dogs and has cats	sometimes	"english, spanish (poorly)"
39	single	m	straight	fit		socially	never	graduated from masters program	white	73	150000	other	"pleasant hill, california"	"has kids, and might want more"	has dogs	no	english
43	single	m	straight			often		graduated from college/university	white	72	30000	political / government	"oakland, california"		likes dogs and likes cats	yes	"english, spanish (poorly)"
42	single	m	straight	athletic		often	sometimes	graduated from college/university	white	75	100000	artistic / musical / writer	"san francisco, california"	has kids	likes dogs and likes cats	when drinking	english
48	single	m	straight	athletic	mostly anything	often	sometimes	graduated from college/university	white	70	100000	artistic / musical / writer	"san francisco, california"	doesn't have kids	likes dogs	no	"english (fluently), spanish (poorly), yiddish (okay)"
35	single	m	straight	athletic	anything	socially	sometimes		white	70	40000	construction / craftsmanship	"burlingame, california"		likes dogs	no	english
39	single	m	straight			often	sometimes	graduated from college/university	"hispanic / latin, white"	72	80000	science / tech / engineering	"san francisco, california"		likes dogs and likes cats	no	"english, spanish (okay), french (okay), italian (okay)"
45	single	m	straight	thin		socially	never	graduated from college/university	white	70	50000	artistic / musical / writer	"studio city, california"		likes cats	no	"english (fluently), german (okay)"
48	single	m	straight	fit		socially	never	graduated from masters program	white	72	100000	science / tech / engineering	"oakland, california"	has kids	likes dogs and likes cats	no	"english (fluently), french (poorly)"
48	single	m	straight	athletic		socially	never	graduated from college/university	white	72	30000	education / academia	"berkeley, california"	doesn't want kids	has dogs and likes cats	no	"english (fluently), spanish (okay)"
23	single	m	straight	skinny	mostly anything	socially	sometimes	working on college/university	white	71	20000	sales / marketing / biz dev	"mountain view, california"		likes dogs and has cats		english
34	single	m	straight			socially	never			70	60000	other	"vallejo, california"	has kids		no	english (fluently)
60	single	m	straight	athletic		not at all	never	graduated from high school	"indian, white, other"	67	40000	sales / marketing / biz dev	"south san francisco, california"	has kids	has dogs	no	"english, english"
45	available	m	straight	average	mostly anything	often	sometimes	graduated from two-year college	white	68	100000	medicine / health	"san francisco, california"	"has kids, but doesn't want more"	likes dogs and dislikes cats	trying to quit	english
32	seeing someone	m	straight	overweight		socially	never	working on college/university	white	72	100000	computer / hardware / software	"walnut creek, california"		likes dogs and likes cats	yes	"english (fluently), french (poorly)"
68	single	m	straight	average	mostly vegetarian	socially	never	graduated from ph.d program	white	68	20000	retired	"menlo park, california"	has kids	likes dogs and likes cats	no	"english (fluently), french (poorly), german (poorly)"
29	single	m	bisexual	a little extra	strictly anything	socially		working on space camp	white	67	40000	medicine / health	"concord, california"		likes dogs and likes cats	no	english (fluently)
34	single	m	straight	athletic	anything	socially	never	graduated from college/university	white	70	30000	computer / hardware / software	"san francisco, california"	"doesn't have kids, but might want them"	likes cats	no	"english, french (poorly), spanish (poorly)"
36	single	m	straight	thin	anything	often	never	graduated from college/university	white	72	70000	hospitality / travel	"san francisco, california"			yes	"english (fluently), french (okay), spanish (poorly)"
34	single	m	straight	athletic	mostly anything	socially	never	graduated from ph.d program		70	100000	science / tech / engineering	"san francisco, california"	wants kids	likes dogs	no	"english (fluently), spanish (okay)"
32	single	m	straight	fit	mostly vegetarian	socially		graduated from college/university		70	20000	artistic / musical / writer	"oakland, california"		has dogs	when drinking	"english (fluently), spanish (fluently)"
32	single	m	straight	thin		socially		graduated from masters program	white	77	150000	computer / hardware / software	"san francisco, california"		likes dogs	no	"english (fluently), polish (okay), spanish (poorly)"
44	single	f	straight	average		socially	never	graduated from college/university	white	65	100000	education / academia	"san mateo, california"	has kids	has dogs and has cats	no	english (fluently)
43	single	m	straight	average	mostly vegan	socially	sometimes	graduated from masters program	"native american, hispanic / latin, white"	70	100000	political / government	"san francisco, california"	"doesn't have kids, and doesn't want any"	likes dogs and likes cats	no	"english (fluently), spanish (fluently)"
57	single	m	straight	athletic		not at all	never	dropped out of space camp	black	72	30000	construction / craftsmanship	"richmond, california"	has kids	has dogs and has cats	sometimes	english (okay)
48	single	f	straight	average		socially	never	graduated from masters program	white	66	60000	medicine / health	"oakland, california"		likes dogs and has cats	no	english (fluently)
29	single	m	straight	athletic	mostly vegetarian	rarely	never	graduated from masters program	other	67	40000	education / academia	"san francisco, california"	doesn't have kids		sometimes	"english, spanish"
54	single	m	straight	average		rarely	never	graduated from masters program	white	64	70000	computer / hardware / software	"berkeley, california"	"has a kid, but doesn't want more"		no	english
31	available	m	gay	fit		not at all	never	graduated from college/university	white	72	40000	student	"emeryville, california"		likes dogs and likes cats	no	"english (fluently), c++ (fluently), lisp (okay)"
48	single	m	straight	a little extra	anything	socially	never	graduated from college/university	white	74	50000	education / academia	"oakland, california"			no	"english (fluently), french, latin, german, ancient greek"
38	single	f	straight	full figured		socially	never		black	70	30000	clerical / administrative	"oakland, california"	"has kids, but doesn't want more"		no	english
25	seeing someone	m	straight	skinny	mostly anything	socially	never	working on college/university	white	72	40000	computer / hardware / software	"mountain view, california"		likes dogs and likes cats	no	"english (fluently), french (poorly)"
32	single	m	straight	athletic	mostly anything	socially	sometimes	graduated from college/university	white	73	60000	sales / marketing / biz dev	"san francisco, california"			no	english
39	single	m	straight	fit	mostly anything	socially	sometimes	graduated from masters program	asian	70	80000	other	"stanford, california"	doesn't have kids		sometimes	"english, korean, french, tibetan, chinese"
28	seeing someone	m	straight	fit	mostly anything	socially	sometimes	graduated from college/university	"asian, black"	72	30000	artistic / musical / writer	"oakland, california"	doesn't have kids	has dogs	when drinking	english
54	single	f	straight	average		socially	never	graduated from space camp	white	63	100000	law / legal services	"richmond, california"		has dogs	no	english
40	single	m	straight	skinny	anything	socially	never	two-year college	hispanic / latin	72	40000	hospitality / travel	"san francisco, california"	has a kid		no	"english (fluently), spanish (okay)"
26	single	m	straight	athletic	mostly anything	socially		graduated from college/university	white	71	100000	science / tech / engineering	"san francisco, california"		likes dogs	no	english (fluently)
67	single	f	straight			rarely	never	graduated from high school		62	30000	other	"castro valley, california"	doesn't want kids		no	english
